app,userName,rating,title,review,date,is_about_app,primary_theme,sentiment,specific_complaint,feature_request,severity,content_quality
rewe,Ein Google-Nutzer,2,,"Egal wie oft ich die App aktualisiere, deinstalliere, auf meinem S5 wird, obwohl ich als aktuellen Prospekt zunächst das richtige Datum angezeigt bekomme, immer die Angebote aus April angezeigt!",2015-07-04T12:47:54,True,Coupons & discounts,negative,App zeigt trotz Updates und Neuinstallation alte Angebote aus April an.,,high,substantive
rewe,Ein Google-Nutzer,1,,"Leider kann man dieser App wieder nur einen Stern geben. Zwischendurch lief sie wunderbar und hat mir die aktuellen Prospekte zuverlässig angezeigt. Derzeit werden mir in allen ausgewählten Märkten nur Prospekte aus dem Monat April angezeigt. Weder ein löschen des Caches, der App-Daten oder eine Neuinstallation haben das Problem behoben. Was soll ich mit einer App anfangen, die mir veraltete Werbung anzeigt?",2015-07-04T11:02:42,True,Coupons & discounts,negative,Es werden nur veraltete Prospekte aus April angezeigt.,,high,substantive
rewe,Ein Google-Nutzer,3,,"Mir persönlich fehlt die Funktion die Produkte  in den Warenkorb hineinzulegen und dann zu bestellen. Kann einem viel Arbeit ersparen, wenn man die Produkte noch zuhause hat. Ansonsten gute APP. Läuft stabil und ohne Probleme, auch sonst erfüllt sie ihre Aufgabe.",2015-07-03T20:22:38,True,Payment & checkout,neutral,"Es fehlt die Möglichkeit, Produkte direkt aus der App zu bestellen.",Warenkorb- und Bestellfunktion in der App ergänzen.,medium,substantive
rewe,Ein Google-Nutzer,3,,"Die App bietet momentan noch nicht genug, um diese wirklich zu nutzen. Sobald ein Einkauf hierüber möglich ist und das gesamte Sortiment zur Verfügung steht, wird das für mich interessant.",2015-07-01T18:16:27,True,Payment & checkout,negative,Kein Einkauf über die App möglich und Sortiment unvollständig.,Komplettes Sortiment und Bestellfunktion in die App integrieren.,medium,substantive
rewe,Ein Google-Nutzer,1,,"Nur ein paar Angebote. Keine Bestellung möglich, unvollständiges Sortiment.",2015-06-30T21:43:36,True,Payment & checkout,negative,"Wenig Angebote, keine Bestellung möglich, unvollständiges Sortiment.",Bestellfunktion und vollständiges Sortiment hinzufügen.,medium,substantive
rewe,Ein Google-Nutzer,4,,"Für die Angebote. Was noch praktisch wäre, wäre die Anzeige des kompletten Sortimentes. Milch konnte ich erst nach dem Barcode scannen auf die Einkaufsliste packen.",2015-06-28T21:41:59,True,Search & navigation,neutral,Produkte wie Milch nur per Barcode-Scan auf Einkaufsliste setzbar.,Komplettes Sortiment in der App anzeigen und einfacher zur Liste hinzufügen.,medium,substantive
rewe,Ein Google-Nutzer,2,,"..unverständlich, Einkaufsliste: bei OBST EINGABEN werden Gemüse angeboten. Kaum Logik zur EK-VORBEREITUNG - App bietet keine Vorteile gegenüber allgem. EK-Apps. Wird deinstalliert",2015-06-20T10:23:32,True,Search & navigation,negative,Bei Eingabe von Obst werden in der Einkaufsliste Gemüse vorgeschlagen.,Logischere Kategorisierung und Vorschläge in der Einkaufsliste.,medium,substantive
rewe,Ein Google-Nutzer,4,,"Ich kann keinen Markt auswählen, der nicht in meiner Nähe ist. Und die Rechte scheinen mir auch ein wenig zu hoch oder für was braucht ihr Zugriff auf meine Kamera?",2015-06-14T20:17:38,True,Privacy & data concerns,neutral,Keine Auswahl entfernter Märkte möglich und unnötige Kamera-Berechtigung.,Auswahl beliebiger Märkte ermöglichen und App-Berechtigungen reduzieren.,medium,substantive
rewe,Ein Google-Nutzer,5,,Geil einfach Genial.,2015-06-14T01:59:06,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Eine gute Runde Sache. Hilfreich und funktionell. Danke! Good Job!,2015-06-12T23:17:55,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,4,,"Alles wieder in bester Ordnung, danke für die Info liebes Rewe Team ☺",2015-06-08T16:53:30,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Super cool,2015-06-08T06:27:20,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,"Sehr gute App.! Besonders die Rückkehr des Barcode Scanners freut mich sehr. Dieser geht allerdings (zumindest bei mir) nur unter optimalen Lichtverhältnissen (der aufgenommene Barcode wird nicht scharf). Dies ging früher wesentlich besser. Was auch noch schöne wäre, ist eine Preisangabe in der Einkaufsliste, so das man sich vorbereiten kann. Ansonsten bin ich aber super zufrieden. Weiter so :-)",2015-06-07T21:25:35,True,Search & navigation,positive,"Barcode-Scanner funktioniert nur bei optimalen Lichtverhältnissen, Bild wird nicht scharf.",Preisangabe in der Einkaufsliste hinzufügen.,medium,substantive
rewe,Ein Google-Nutzer,4,,Update 07.06.15: Jetzt funktioniert das Aufrufen des Angebotsprospektes! Danke!,2015-06-07T13:50:01,True,Coupons & discounts,positive,,,low,insufficient
rewe,Ein Google-Nutzer,4,,"Die Möglichkeit sich seinen Einkauf liefern zu lassen ist grandios, meiner Meinung nach müsste man die App erweitern das man über diese seine Einkäufe tätigen kann. Denn meiner Meinung nach ist die mobile Webseite viel zu umständlich und unübersichtlich was mich bisher immer abgehalten hat.",2015-06-06T17:21:22,True,Payment & checkout,positive,Mobile Webseite für Lieferservice-Einkäufe ist zu umständlich und unübersichtlich.,Einkäufe für Lieferservice direkt über die App tätigen können.,medium,substantive
rewe,Ein Google-Nutzer,4,,Sehr gut !,2015-06-06T14:45:44,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,"ERGANZUNG: DANKE FÜR DEN HINWEIS. ICH DENKE, DAS WAR DAS UNTEN GESCHILDERTE PROBLEM! DAHER NUN 5 🌟   ICH LASS DAS ALTE KOMMENT STEHEN, FALLS ES AUCH ANFERE USER BETREFFEN SOLLTE. ...&gt;&gt;...Die App selber finde ich bisher sehr gut, aber es werden nicht alle Angebote aufgeführt. Wenn man die Angebote von Rewe über KAUFDA vergleicht, finden sich dort wesentlich mehr Angebote. So nett die...&lt;&lt;",2015-06-03T18:33:52,True,Coupons & discounts,positive,,,low,substantive
rewe,Ein Google-Nutzer,3,,"Hübsch aussehende App. Schön funktioniert die Filialsuche. Aktuelle Angebote kann man wohl auch sehen. Ich hatte allerdings gehofft das es zu allen Produkten die in einem Markt vorhanden sind Bilder und Preise gibt, das ist leider nicht so (und beim Einkaufsliste erstellen werden einem auch Produkte vorgeschlagen die es im ausgewähltem Markt gar nicht gibt) - schade denn im Rewe onlineshop gibt es das ja zu allen Produkten.  Integration mit Rewe Online wäre super! Was auserdem total klasse wäre aber ggf. etwas viel verlangt wäre eine ""Regalreihennavigation"" innerhalb des Marktes, so das mir die App schon sagen kann wo alles liegt und ich es nur noch rausholen muss.",2015-06-03T12:20:47,True,Search & navigation,neutral,Nicht alle Produkte haben Bilder/Preise und Einkaufsliste schlägt nicht verfügbare Produkte vor.,Integration mit REWE Online und Regalreihennavigation innerhalb des Marktes.,medium,substantive
rewe,Ein Google-Nutzer,5,,"Habe bisher nur über die Online-Seite den Lieferservice und die Angebotsansicht genutzt. Schön, dass es auch eine App gibt :)",2015-05-29T09:21:09,True,Online shop & ordering integration,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Alles perfekt.  Markt in Bodolz wird nun angezeigt.  Danke,2015-05-28T20:12:46,True,Store finder & maps,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Nach Absprache mit rewe gibt es jetz 5 Sterne. Danke für die rasche antwort,2015-05-28T13:37:37,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Eine praktische APP für unterwegs,2015-05-28T10:52:27,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,1,,"vorher war man unabhängig, weil man offline nochmal die Waren nachgucken konnte, ob man was vergessen hat. Nicht jeder hat mobil unbegrenzt Highspeed-Volumen. In Sachen Komfort ein Senkrecht-Absturz, deshalb von ***** auf *.",2015-05-26T21:10:45,True,Performance & stability,negative,"App funktioniert nicht mehr offline, verbraucht mobiles Datenvolumen.",Offline-Nutzung der Warenübersicht wiederherstellen.,high,substantive
rewe,Ein Google-Nutzer,2,,Ne Produktübersicht wäre geil wenn Da 5stars,2015-05-26T15:14:22,True,Search & navigation,negative,Es fehlt eine vollständige Produktübersicht.,Produktübersicht in die App integrieren.,medium,insufficient
rewe,Ein Google-Nutzer,2,,Hätte erwartet das man über. die app auch bei Rewe Online Einkaufen kann.,2015-05-26T14:25:09,True,Payment & checkout,negative,Online-Einkauf bei REWE ist über die App nicht möglich.,REWE Online-Einkauf direkt in der App ermöglichen.,medium,substantive
rewe,Ein Google-Nutzer,4,,"Übersichtlich gestaltet, würde mir aber eine Summe meines Einkaufszettels wünschen",2015-05-26T04:29:13,True,Shopping list features,neutral,Einkaufszettel zeigt keine Gesamtsumme an.,Summe des Einkaufszettels anzeigen.,low,substantive
rewe,Ein Google-Nutzer,5,,"Nach der letzten Aktualisierung funktioniert die REWE-App bestens. Sehr hilfreich, um sich über Angebote zu informieren und gut gemacht.",2015-05-24T18:04:49,True,Coupons & discounts,positive,,,low,insufficient
rewe,Ein Google-Nutzer,2,,"Vermisse leider die alte Marktsuche. Nur deshalb hab ich mir eigentlich die App installiert. Da wir mehrere Märkte in der Umgebung haben, mit unterschiedlichen angeboten. Sehr schade. Muß jetzt jedes mal den Markt wechseln. War vorher einfacher.",2015-05-21T12:39:18,True,Store finder & maps,negative,"Alte Marktsuche fehlt, Marktwechsel ist jetzt umständlicher.",Alte Marktsuche mit einfachem Wechsel zwischen Märkten wiederherstellen.,medium,substantive
rewe,Ein Google-Nutzer,5,,Leider kann man nur Angebote hinzufügen. Ich würde gerne meine Liste komplett machen mit Dingen die nicht im Angebot sind. So muss ich ja immer noch eine zweite Liste mitführen.,2015-05-15T10:44:21,True,Coupons & discounts,neutral,"Nur Angebote können zur Einkaufsliste hinzugefügt werden, nicht aber andere Produkte.",Beliebige Produkte (auch nicht-Angebote) zur Einkaufsliste hinzufügen können.,medium,substantive
rewe,Ein Google-Nutzer,2,,ohne Login APP unbrauchbar,2015-05-14T12:36:56,True,Authentication & login,negative,App ist ohne Login nicht nutzbar.,Nutzung der App auch ohne Login ermöglichen.,high,insufficient
rewe,Ein Google-Nutzer,2,,"Die alte Marktsuche war sehr praktisch. Man konnte sehen, wo exakt im Umkreis sich der nächste Markt befindet. Jetzt ist nur ein einzelner Markt zu sehen und in der Liste nur Adressen, was in einer fremden Stadt nicht wirklich hilfreich ist. Das war der einzigste Grund zur Installation...",2015-05-13T02:08:58,True,Store finder & maps,negative,Neue Marktsuche zeigt nur einen Markt statt Umkreisübersicht mit Karte.,Frühere Kartenansicht mit allen Märkten im Umkreis wiederherstellen.,medium,substantive
rewe,Ein Google-Nutzer,5,,Danke für das Update und das die App auch optisch verbessert wurde...hat ja lang genug gedauert schön das wieder daran gearbeitet wird um die Rewe App jeden Tag etwas besser zu machen,2015-05-12T22:09:38,True,"Other app features (themes, accessibility, customization)",positive,,,low,substantive
rewe,Ein Google-Nutzer,1,,"Dachte dies wäre eine App mit der man seine Lieferungen bestücken und organisieren kann. Wer braucht eine App, die ihm sagt wo der nächste Rewe Markt ist? Absoluter Unfug. Insbesondere wenn man schon als einziger einen Lieferdienst hat.",2015-05-12T09:59:12,True,Online shop & ordering integration,negative,"App bietet keine Lieferdienst-Bestellfunktion, nur Marktsuche.",Lieferservice direkt in der App integrieren.,medium,substantive
rewe,Ein Google-Nutzer,3,,Währe schön wenn einem der Gesamtwert im Warenkorb angezeigt wuerde. Deswegen nur 3 Sterne...,2015-05-12T08:20:12,True,Shopping list features,neutral,Gesamtwert des Warenkorbs wird nicht angezeigt.,Gesamtsumme im Warenkorb anzeigen.,low,substantive
rewe,Ein Google-Nutzer,2,,"Wie,  man kann nichts online bestellen mit der App?",2015-05-11T20:47:11,True,Payment & checkout,negative,Es ist keine Online-Bestellung über die App möglich.,Online-Bestellfunktion in der App einbauen.,medium,substantive
rewe,Ein Google-Nutzer,5,,Alles schön nach Produkten sortiert!,2015-05-11T19:23:51,True,Search & navigation,positive,,,low,insufficient
rewe,Ein Google-Nutzer,3,,"es ist sehr schade, dass die App nicht mit dem Lieferservice verbunden ist. Erst dann stellt sie für mich einen Mehrwert dar. Ich hoffe, diese Funktion ist in Planung.",2015-05-08T16:52:46,True,Online shop & ordering integration,negative,App ist nicht mit dem Lieferservice verbunden.,Anbindung an den REWE Lieferservice.,medium,substantive
rewe,Ein Google-Nutzer,1,,Immer wieder sind.alte Angebote zu sehen! Wirklich richtig.schlecht,2015-04-30T12:30:26,True,Coupons & discounts,negative,Es werden immer wieder veraltete Angebote angezeigt.,Aktuelle Angebote zuverlässig anzeigen.,medium,substantive
rewe,Ein Google-Nutzer,2,,"Leider werden seit Wochen immer veraltete Angebote angezeigt. Dazu kommt noch das Blätter vom 17.11. mitangezeigt werden. Schade wenn man das vorher nicht sieht extra  deswegen in den Laden rennt und merkt, dass die Dinge nicht im Angebot sind.                                                   * Auch nach dem Update stimmen die Prospekte und die deutschlandweiten Angebote nicht",2015-04-28T22:15:55,True,Coupons & discounts,negative,Seit Wochen werden veraltete Angebote und Prospekte angezeigt.,Aktualität der Angebote und Prospekte sicherstellen.,high,substantive
rewe,Ein Google-Nutzer,2,,"Ist eine Klasse App. Vor allem, wenn man Ideen braucht zum Kochen. ABER: seit dem Update kann ich einzelne Rezepte nicht mehr markieren. Ich kann die Zutaten nicht mehr in den Einkaufszettel setzen. Wieso geht das nicht mehr? Sehr schade...",2015-04-25T09:05:55,True,Recipes & content,negative,Nach dem Update kann man Rezepte nicht mehr markieren und Zutaten nicht in den Einkaufszettel übernehmen.,Rezepte markieren und Zutaten in den Einkaufszettel übernehmen wieder ermöglichen.,medium,substantive
rewe,Ein Google-Nutzer,4,,"GUTE APP,KLARER TEXT,KLARE WARENFOTOS, LEIDER KEINE KATEGORIE ,,BACKWAREN "" UND SOMIT AUCH KEINE ANGEBOTE - SCHADE !",2015-04-23T16:43:29,True,Coupons & discounts,positive,Kategorie Backwaren und entsprechende Angebote fehlen.,Kategorie Backwaren mit Angeboten ergänzen.,low,substantive
rewe,Ein Google-Nutzer,3,,"Vor dem Update war die Einkaufsliste mit zum Beispiel Google Notizen teilbar, das fehlt jetzt komplett. Und wo ist der Lieferservice?",2015-04-21T06:11:57,True,Shopping list features,negative,Einkaufsliste lässt sich nicht mehr teilen (z.B. mit Google Notizen) und Lieferservice fehlt.,Teilen-Funktion der Einkaufsliste und Lieferservice zurückbringen.,medium,substantive
rewe,Ein Google-Nutzer,5,,Ich kaufe sehr gerne mit der Netto App ein. Alles geht schnell und reibungslos. Ich erstelle auf Grund der Angebote meine Einkaufsliste und füge  die Artikel die ich noch benötige dazu. Ich bin voll zufrieden.,2015-04-19T12:32:03,True,Shopping list features,positive,,,low,substantive
rewe,Ein Google-Nutzer,3,,Update macht alte Daten platt! Einkaufsliste klarer Rückschritt.,2015-04-15T18:58:01,True,Performance & stability,negative,Update löscht alte Daten und verschlechtert die Einkaufsliste.,Datenerhalt bei Updates und bessere Einkaufslisten-Funktion.,high,substantive
rewe,Ein Google-Nutzer,1,,"Endlich eine neue Version. Aber genau der gleiche XXXX wie in der alten Version. Ich wähle meinen Markt aus, gehe auf die angeblich ach so aktuellen Angebote (das Datum stimmt auch) und bekomme die Angebote von der Woche davor!  Was soll man bitte mit so eine App anfangen? Ich wünschte man könnte minus Sterne vergeben.",2015-04-15T09:31:38,True,Coupons & discounts,negative,"Angebote des ausgewählten Marktes sind veraltet, obwohl Datum aktuell ist.","Korrekte, marktaktuelle Angebote anzeigen.",high,substantive
rewe,Ein Google-Nutzer,1,,"Welchen Sinn hat ein Update, wenn damit wesentliche Funktionen der App entfallen? Die Einkaufsliste war bisher das herausragende Merkmal wegen der Spracheingabe und der Scanmöglichkeit. Wo ist die Spracheingabe? Weg.... Die Scanmöglichkeit? Entfallen....  Damit hat sich die App selber erledigt und kann getrost deinstalliert werden.",2015-04-15T07:28:19,True,Shopping list features,negative,Spracheingabe und Scanfunktion der Einkaufsliste sind nach dem Update entfallen.,Spracheingabe und Barcode-Scanner wieder einführen.,high,substantive
rewe,Ein Google-Nutzer,2,,"Seit dem Update wurde die app für mich mehr oder weniger unnützlich. Keine lieblingsrezepte, deshalb muss man ständig wieder nach dem gleichen Gericht suchen. Zutatenliste bei Rezept kann nicht mehr direkt in den Einkaufswagen übernommen werden uvm. Außerdem fehlt beispielsweise eine Rezeptsuche. Die app vor dem Update hätte ich mit 4-5 Sternen bewertet, nun 1-2. Insgesamt finde ich, das sich diese app noch einiges (ausgenommen Angebotsübersicht) von der Edeka-app abschauen.",2015-04-14T17:51:02,True,Recipes & content,negative,"Nach Update fehlen Lieblingsrezepte, Rezeptsuche und Übernahme der Zutaten in den Einkaufswagen.","Lieblingsrezepte, Rezeptsuche und Zutatenübernahme wieder einbauen.",medium,substantive
rewe,Ein Google-Nutzer,2,,"Viele Funktionen fehlen im Vergleich zur vorherigen Version. z.B.: Barcodeleser, Lieblingsrezept, Ek Liste Teilen, Anmelden bzw. die Ek Liste über mehrere Geräte bearbeiten sind leider nicht mehr vorhanden.",2015-04-13T22:28:09,True,Shopping list features,negative,"Barcodeleser, Lieblingsrezept, Liste teilen und Geräte-Synchronisation fehlen nach dem Update.","Barcodeleser, Teilen-Funktion und geräteübergreifende Einkaufsliste wieder bereitstellen.",medium,substantive
rewe,Ein Google-Nutzer,3,,"Ich verfolge die Rewe App nun seit ihrer ersten Veröffentlichung und bin immer wieder überrascht, daß Dinge, die eigentlich gut oder Verbesserungen zum Vorgänger waren in Folgeversionen fehlen. Aktuell ist es sehr bedauerlich, daß die Einkaufsliste nicht mehr versendbar ist. Bislang habe ich meine Liste weiterleiten können bspw. per whatsapp oder evernote. Diese Funktion ist weg. Warum eigentlich?  Da die frühere Funktion des Austauschs zwischen PC und Mobiler App schon einer früheren Neuversion zum Opfer gefallen ist bleibt aktuell wieder eine für mich nur geringwertige Version, da kein Datenaustausch möglich ist. Alles bleibt statisch auf dem Handy, auf dem ich die liste erstellt habe... Daher trotz ansprechendem Design nur 3 Sterne.",2015-04-13T10:42:43,True,Shopping list features,negative,Einkaufsliste lässt sich nicht mehr versenden und kein Datenaustausch zwischen PC und App möglich.,Teilen der Einkaufsliste und Synchronisation zwischen Geräten ermöglichen.,medium,substantive
rewe,Ein Google-Nutzer,2,,"Einkaufsliste, Märkte - alles weg. Kein Scanner mehr, nur noch ein Markt auswählbar",2015-04-12T10:19:03,True,Shopping list features,negative,"Einkaufsliste, Scanner und Mehrfach-Marktauswahl sind nach dem Update verschwunden.",Scanner und mehrere Märkte wieder ermöglichen.,high,substantive
rewe,Ein Google-Nutzer,3,,Leider fehlt seit dem Update die Artikel-Scan-Funktion bei der Einkaufsliste. Dies war das von mir genutzte Hauptfeature.,2015-04-12T10:05:14,True,Shopping list features,negative,Artikel-Scan-Funktion in der Einkaufsliste fehlt nach dem Update.,Barcode-Scan-Funktion in der Einkaufsliste wieder einbauen.,medium,substantive
rewe,Ein Google-Nutzer,5,,"Die Angebote laden schnell, wie auch die Marktsuche. Die Einbindung der Rezepte ist gut, und die Verwaltung der Einkaufsliste ist angehen. Optik allgemein sehr übersichtlich.",2015-04-11T17:52:31,True,"Other app features (themes, accessibility, customization)",positive,,,low,substantive
rewe,Ein Google-Nutzer,5,,Die Rezepte sind eine tolle idee!,2015-04-10T07:20:32,True,Recipes & content,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Nach der Aktualisierung ist alles wieder gut. ...Prospekte wieder da....alles schön,2015-04-09T14:24:53,True,Coupons & discounts,positive,,,low,substantive
rewe,Ein Google-Nutzer,5,,Sehr nützliche Funktionen und die App sieht dabei auch noch schick und modern aus!,2015-04-09T14:16:13,True,"Other app features (themes, accessibility, customization)",positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Sehr gut gelungen. Ich freue mich schon jetzt auf das nächste Update. Dann hoffentlich schon mit einer Bestellfunktion?,2015-04-09T09:08:23,True,Online shop & ordering integration,positive,,Bestellfunktion in die App integrieren.,low,substantive
rewe,Ein Google-Nutzer,5,,Das neue Design zeigt in die richtige Richtung. Aufgeräumt und klar! Schnell und flüssig zu bedienen! Großes Lob an das Entwicklungsteam!,2015-04-09T08:59:26,True,Performance & stability,positive,,,low,substantive
rewe,Ein Google-Nutzer,4,,"Ich finde die App super - sehr übersichtlich und einfach zu bedienen. Kein unnötiger Schnickschnack, das finde ich toll. Ein paar Sachen könnte man noch ausbauen - zum Beispiel die Einkaufsliste könnte so verknüpft sein, dass man alles darauf direkt online bestellen kann.",2015-04-08T21:45:09,True,Online shop & ordering integration,positive,,Einkaufsliste mit Online-Bestellung verknüpfen.,low,substantive
rewe,Ein Google-Nutzer,5,,"Sieht echt cool aus und fühlt sich super an - Fehlt nur noch, dass man darüber auch bestellen kann!",2015-04-08T21:39:55,True,Payment & checkout,positive,,Bestellmöglichkeit direkt über die App einführen.,low,substantive
rewe,Ein Google-Nutzer,5,,"Die neue Version ist wirklich sehr zu gebrauchen! Läuft sehr stabil und schnell, schickes Design, tolle Features: Angebote, Einkaufszettel, Rezepte, clever miteinander verzahnt.",2015-04-08T21:05:39,True,Performance & stability,positive,,,low,substantive
rewe,Ein Google-Nutzer,4,,Jetzt fehlt nur noch ein Login um den gefüllten Einkaufszettel dann via Lieferservice bestellen zu können. Ist das bereits in Planung?,2015-04-08T20:58:59,True,Payment & checkout,positive,,Login und Lieferservice-Bestellung über den Einkaufszettel einführen.,low,substantive
rewe,Ein Google-Nutzer,5,,"Cool, die App sieht jetzt echt klasse aus, und stürzt gar nicht mehr  ab, wenn man die Angebote ansehen will :-)   Der Android 5.0 Support sieht auch gut aus, ich hoffe, es gibt jetzt wieder regelmäßige Updates?!",2015-04-08T20:50:12,True,Performance & stability,positive,,Regelmäßige Updates fortsetzen.,low,substantive
rewe,Ein Google-Nutzer,3,,"Hallo,  richtig nützlich wäre die App,  wenn man daraus direkt bestellen könnte...",2015-04-08T19:30:50,True,Payment & checkout,neutral,,Direkte Bestellfunktion in der App einbauen.,low,substantive
rewe,Ein Google-Nutzer,1,,Habe von allen möglichen Anbietern die APP aber diese ist einfach nur nutzlos. Angebote sind über Wochen nicht abrufbar oder dann einfach nur falsch habe bei meinem Markt jetzt das Angebot vom 23.02. ab es ist aber bereits der 07.04. Und wie Frau Völker ist es mir auch gegangen bin umsonst in den Laden gerannt nur um zu erfahren das Produkt ist gar nicht im Angebot.,2015-04-07T16:02:13,True,Coupons & discounts,negative,Angebote sind seit Wochen veraltet oder falsch dargestellt.,Aktuelle und korrekte Angebote zuverlässig anzeigen.,high,substantive
rewe,Ein Google-Nutzer,1,,Keine aktuellen Angebote!,2015-04-06T19:20:28,True,Coupons & discounts,negative,Es werden keine aktuellen Angebote angezeigt.,Aktuelle Angebote bereitstellen.,high,insufficient
rewe,Ein Google-Nutzer,1,,Seit 3 Wochen die gleiche Werbung ganz toll,2015-04-05T22:16:31,True,Coupons & discounts,negative,Seit drei Wochen wird dieselbe Werbung angezeigt.,Werbung und Angebote regelmäßig aktualisieren.,medium,substantive
rewe,Ein Google-Nutzer,2,,"Liebes REWE  Team, wenn Ihr mit Aldi Lidl usw mitziehen wollt. Dann sollte eure App auch die aktuellen Angebote beinhalten. Dafür habe ich mir die App geholt. Update : es hat sich immer noch nichts getan. Die Angebote sind immer noch vom 23.2",2015-04-01T23:27:40,True,Coupons & discounts,negative,"App zeigt keine aktuellen Angebote, Prospekt seit Februar nicht aktualisiert.",Aktuelle wöchentliche Angebote in der App pflegen.,high,substantive
rewe,Ein Google-Nutzer,1,,In der Vergangenheit immer wieder Probleme bei der Aktualisierung der Angebote sowie Reste älterer Prospekte am Ende des aktuellen Prospekts. Nun schon seit einem Monat keine neuen Angebote mehr. Cache etc.wurden bereits mehrmals geleert. Samsung Galaxy S3&Toshiba ExcitePro,2015-03-31T23:20:21,True,Coupons & discounts,negative,"Angebote werden seit über einem Monat nicht aktualisiert, alte Prospektreste bleiben sichtbar.",Zuverlässige Aktualisierung der Prospekte sicherstellen.,high,substantive
rewe,Ein Google-Nutzer,1,,Die App ist der letzte Mist. Die Angebote sind veraltet oder stimmen mit den Marktangeboten nicht überein. Installiert sie bloß nicht. Man ärgert sich nur.,2015-03-30T17:22:36,True,Coupons & discounts,negative,Angebote in der App sind veraltet und stimmen nicht mit dem Markt überein.,Angebote mit den tatsächlichen Marktangeboten synchronisieren.,high,substantive
rewe,Ein Google-Nutzer,1,,Sämtliche Angebote sind seit Wochen nicht mehr abrufbar. Nur Fehlermeldung. Samsung s4 Mini,2015-03-25T14:50:54,True,Coupons & discounts,negative,"Angebote werden seit Wochen nicht abgerufen, nur Fehlermeldung erscheint.",,high,substantive
rewe,Ein Google-Nutzer,2,,Seit Wochen keine Aktuelle Werbung.,2015-03-24T17:32:14,True,Coupons & discounts,negative,Werbung/Angebote werden seit Wochen nicht aktualisiert.,,high,insufficient
rewe,Ein Google-Nutzer,4,,Leider werden seit Wochen die Angebote nicht mehr aktualisiert. Schade,2015-03-19T22:56:09,True,Coupons & discounts,negative,Angebote werden seit Wochen nicht aktualisiert.,,medium,substantive
rewe,Ein Google-Nutzer,1,,Nächster Markt angeblich 75 km entfernt (richtig: 10 km). Keine Online Bestellung. Sinnlose App.,2015-03-19T21:56:06,True,Store finder & maps,negative,Falsche Entfernungsangabe zum nächsten Markt und keine Online-Bestellung möglich.,Online-Bestellfunktion in der App ergänzen.,high,substantive
rewe,Ein Google-Nutzer,1,,"Also ich habe mir die app geladen um mir schnell einen Überblick über die aktuellen Angebote zu machen - leider werden mir seit einem Monat die gleichen Angebote angezeigt... Selbst nach Deinstallation und Neuinstallation... Fazit: nicht zu gebrauchen. Sehr schade, bin immer gern bei rewe einkaufen gewesen",2015-03-16T23:26:25,True,Coupons & discounts,negative,"Angebote werden seit einem Monat nicht aktualisiert, auch nach Neuinstallation nicht.",,high,substantive
rewe,Ein Google-Nutzer,3,,Warum gibt es keine Anbindung an Rewe-Online? So das man die Einkaufsliste gleich bestellen kann?,2015-03-16T19:22:08,True,Online shop & ordering integration,neutral,Keine Anbindung an REWE-Online zum direkten Bestellen der Einkaufsliste.,"Anbindung an REWE-Online, um Einkaufsliste bestellen zu können.",medium,substantive
rewe,Ein Google-Nutzer,5,,Cool,2015-03-16T15:48:06,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,2,,Hatte ich doch geglaubt das ich über die App den Lieferservice buchen kann. Fehlanzeige. Bei der Marktsuche findet er keinen Markt in meinem PLZ-Bereich. Das stimmt auch. Aber mir wird auch nicht angezeigt wo sich der nächste Markt (ggf. mit anderer PLZ) befindet.,2015-03-15T00:40:21,True,Store finder & maps,negative,Marktsuche zeigt keinen nächstgelegenen Markt außerhalb der eigenen PLZ an.,Lieferservice-Buchung und Anzeige des nächstgelegenen Marktes integrieren.,medium,substantive
rewe,Ein Google-Nutzer,2,,"Beim Rezepte anschauen, kann ich höchstens drei-vier Rezepte anschauen, dann stürzt die App ab. Die Rezepte sind nicht sortiert, sodass ich noch nicht mal die Chance hab dort weiter zu machen, wo sie abgestürzt ist. Lange nicht mehr eine so unausgereifte App gehabt.",2015-03-14T09:47:35,True,Performance & stability,negative,App stürzt nach wenigen Rezepten ab und Rezepte sind unsortiert.,Rezepte sortieren und Absturzursache beheben.,high,substantive
rewe,Ein Google-Nutzer,2,,Warum braucht die App Zugriff auf Kamera und Mikrofon?,2015-03-12T13:36:10,True,Privacy & data concerns,negative,Unverständlich warum die App Zugriff auf Kamera und Mikrofon benötigt.,,medium,substantive
